filename,species,has_owner,size
cat/cat197.jpg,cat,0,small
cat/cat198.jpg,cat,0,small
cat/cat199.jpg,cat,0,small
cat/cat200.jpg,cat,0,small
cat/cat201.jpg,cat,0,small
cat/cat202.jpg,cat,0,small
cat/cat203.jpg,cat,0,small
cat/cat204.jpg,cat,0,small
cat/cat205.jpg,cat,0,small
cat/cat206.jpg,cat,0,small
cat/cat207.jpg,cat,0,small
cat/cat208.jpg,cat,0,small
cat/cat209.jpg,cat,0,small
cat/cat210.jpg,cat,0,small
cat/cat211.jpg,cat,0,small
cat/cat212.jpg,cat,0,small
cat/cat213.jpg,cat,0,small
cat/cat214.jpg,cat,0,small
cat/cat215.jpg,cat,0,small
cat/cat216.jpg,cat,0,small
cat/cat217.jpg,cat,0,small
cat/cat218.jpg,cat,0,small
cat/cat219.jpg,cat,0,small
cat/cat220.jpg,cat,0,small
cat/cat221.jpg,cat,0,small
cat/cat222.jpg,cat,0,small
cat/cat223.jpg,cat,0,small
cat/cat224.jpg,cat,0,small
cat/cat225.jpg,cat,0,small
cat/cat226.jpg,cat,0,small
cat/cat227.jpg,cat,0,small
cat/cat228.jpg,cat,0,small
cat/cat229.jpg,cat,0,small
cat/cat230.jpg,cat,0,small
cat/cat231.jpg,cat,0,small
cat/cat232.jpg,cat,0,small
cat/cat233.jpg,cat,0,small
cat/cat234.jpg,cat,0,small
cat/cat235.jpg,cat,0,small
cat/cat236.jpg,cat,0,small
cat/cat237.jpg,cat,0,small
cat/cat238.jpg,cat,0,small
cat/cat239.jpg,cat,0,small
cat/cat240.jpg,cat,0,small
cat/cat241.jpg,cat,0,small
cat/cat242.jpg,cat,0,small
cat/cat243.jpg,cat,0,small
cat/cat244.jpg,cat,0,small
cat/cat245.jpg,cat,0,small
cat/cat246.jpg,cat,0,small
cat/cat247.jpg,cat,0,small
cat/cat248.jpg,cat,0,small
cat/cat249.jpg,cat,0,small
cat/cat250.jpg,cat,0,small
cat/cat251.jpg,cat,0,small
cat/cat252.jpg,cat,0,small
cat/cat253.jpg,cat,0,small
cat/cat254.jpg,cat,0,small
cat/cat255.jpg,cat,0,small
cat/cat256.jpg,cat,0,small
cat/cat257.jpg,cat,0,small
cat/cat258.jpg,cat,0,small
cat/cat259.jpg,cat,0,small
cat/cat260.jpg,cat,0,small
cat/cat261.jpg,cat,0,small
cat/cat262.jpg,cat,0,small
cat/cat263.jpg,cat,0,small
cat/cat264.jpg,cat,0,small
cat/cat265.jpg,cat,0,small
cat/cat266.jpg,cat,0,small
cat/cat267.jpg,cat,0,small
cat/cat268.jpg,cat,0,small
cat/cat269.jpg,cat,0,small
cat/cat270.jpg,cat,0,small
cat/cat271.jpg,cat,0,small
cat/cat272.jpg,cat,0,small
cat/cat273.jpg,cat,0,small
cat/cat274.jpg,cat,0,small
cat/cat275.jpg,cat,0,small
cat/cat276.jpg,cat,0,small
cat/cat277.jpg,cat,0,small
cat/cat278.jpg,cat,0,small
cat/cat279.jpg,cat,0,small
cat/cat280.jpg,cat,0,small
cat/cat281.jpg,cat,0,small
cat/cat282.jpg,cat,0,small
cat/cat283.jpg,cat,0,small
cat/cat284.jpg,cat,0,small
cat/cat285.jpg,cat,0,small
cat/cat286.jpg,cat,0,small
cat/cat287.jpg,cat,0,small
cat/cat288.jpg,cat,0,small
cat/cat289.jpg,cat,0,small
cat/cat290.jpg,cat,0,small
cat/cat291.jpg,cat,0,small
cat/cat292.jpg,cat,0,small
cat/cat293.jpg,cat,0,small
cat/cat294.jpg,cat,0,small
cat/cat295.jpg,cat,0,small
cat/cat296.jpg,cat,0,small
cat/cat297.jpg,cat,0,small
cat/cat298.jpg,cat,0,small
cat/cat299.jpg,cat,0,small
cat/cat300.jpg,cat,0,small
cat/cat301.jpg,cat,0,small
cat/cat302.jpg,cat,0,small
cat/cat303.jpg,cat,0,small
cat/cat304.jpg,cat,0,small
cat/cat305.jpg,cat,1,small
cat/cat306.jpg,cat,0,small
cat/cat307.jpg,cat,0,small
cat/cat308.jpg,cat,0,small
cat/cat309.jpg,cat,0,small
cat/cat310.jpg,cat,0,small
cat/cat311.jpg,cat,0,small
cat/cat312.jpg,cat,0,small
cat/cat313.jpg,cat,0,small
cat/cat314.jpg,cat,0,small
cat/cat315.jpg,cat,0,small
cat/cat316.jpg,cat,0,small
cat/cat317.jpg,cat,0,small
cat/cat318.jpg,cat,0,small
cat/cat319.jpg,cat,0,small
cat/cat320.jpg,cat,1,small
cat/cat321.jpg,cat,0,small
cat/cat322.jpg,cat,0,small
cat/cat323.jpg,cat,0,small
cat/cat324.jpg,cat,0,small
cat/cat325.jpg,cat,1,small
cat/cat326.jpg,cat,0,small
cat/cat327.jpg,cat,0,small
cat/cat328.jpg,cat,0,small
cat/cat329.jpg,cat,0,small
cat/cat330.jpg,cat,0,small
cat/cat331.jpg,cat,0,small
cat/cat332.jpg,cat,0,small
cat/cat333.jpg,cat,0,small
cat/cat334.jpg,cat,0,small
cat/cat335.jpg,cat,0,small
cat/cat336.jpg,cat,0,small
cat/cat337.jpg,cat,0,small
cat/cat338.jpg,cat,0,small
cat/cat339.jpg,cat,0,small
cat/cat340.jpg,cat,0,small
cat/cat341.jpg,cat,0,small
cat/cat342.jpg,cat,0,small
cat/cat343.jpg,cat,0,small
cat/cat344.jpg,cat,0,small
cat/cat345.jpg,cat,0,small
cat/cat346.jpg,cat,0,small
cat/cat347.jpg,cat,0,small
cat/cat348.jpg,cat,0,small
cat/cat349.jpg,cat,0,small
cat/cat350.jpg,cat,0,small
cat/cat351.jpg,cat,0,small
cat/cat352.jpg,cat,0,small
cat/cat353.jpg,cat,0,small
cat/cat354.jpg,cat,0,small
cat/cat355.jpg,cat,0,small
cat/cat356.jpg,cat,0,small
cat/cat357.jpg,cat,0,small
cat/cat358.jpg,cat,0,small
cat/cat359.jpg,cat,0,small
cat/cat360.jpg,cat,0,small
cat/cat361.jpg,cat,0,small
cat/cat362.jpg,cat,0,small
cat/cat363.jpg,cat,0,small
cat/cat364.jpg,cat,0,small
cat/cat365.jpg,cat,0,small
cat/cat366.jpg,cat,0,small
cat/cat367.jpg,cat,0,small
cat/cat368.jpg,cat,1,small
cat/cat369.jpg,cat,0,small
cat/cat370.jpg,cat,0,small
cat/cat371.jpg,cat,0,small
cat/cat372.jpg,cat,0,small
cat/cat373.jpg,cat,0,small
cat/cat374.jpg,cat,1,small
cat/cat375.jpg,cat,0,small
cat/cat376.jpg,cat,0,small
cat/cat377.jpg,cat,0,small
cat/cat378.jpg,cat,0,small
cat/cat379.jpg,cat,0,small
cat/cat380.jpg,cat,0,small
cat/cat381.jpg,cat,0,small
cat/cat382.jpg,cat,0,small
cat/cat383.jpg,cat,0,small
cat/cat384.jpg,cat,0,small
cat/cat385.jpg,cat,0,small
cat/cat386.jpg,cat,0,small
cat/cat387.jpg,cat,0,small
cat/cat388.jpg,cat,0,small
cat/cat389.jpg,cat,0,small
cat/cat390.jpg,cat,0,small
cat/cat391.jpg,cat,0,small
cat/cat392.jpg,cat,0,small
cat/cat393.jpg,cat,0,small
cat/cat394.jpg,cat,0,small
cat/cat395.jpg,cat,0,small
cat/cat396.jpg,cat,0,small
cat/cat397.jpg,cat,0,small
cat/cat398.jpg,cat,0,small
cat/cat399.jpg,cat,0,small
cat/cat400.jpg,cat,0,small
cat/cat401.jpg,cat,0,small
cat/cat402.jpg,cat,0,small
cat/cat403.jpg,cat,0,small
cat/cat404.jpg,cat,0,small
cat/cat405.jpg,cat,0,small
cat/cat406.jpg,cat,0,small
cat/cat407.jpg,cat,0,small
cat/cat408.jpg,cat,0,small
cat/cat409.jpg,cat,0,small
cat/cat410.jpg,cat,0,small
cat/cat411.jpg,cat,0,small
cat/cat412.jpg,cat,0,small
cat/cat413.jpg,cat,0,small
cat/cat414.jpg,cat,0,small
cat/cat415.jpg,cat,0,small
cat/cat416.jpg,cat,0,small
cat/cat417.jpg,cat,0,small
cat/cat418.jpg,cat,0,small
cat/cat419.jpg,cat,0,small
cat/cat420.jpg,cat,0,small
cat/cat421.jpg,cat,0,small
cat/cat422.jpg,cat,0,small
cat/cat423.jpg,cat,0,small
cat/cat424.jpg,cat,0,small
cat/cat425.jpg,cat,0,small
cat/cat426.jpg,cat,0,small
cat/cat427.jpg,cat,0,small
cat/cat428.jpg,cat,0,small
cat/cat429.jpg,cat,0,small
cat/cat430.jpg,cat,0,small
cat/cat431.jpg,cat,0,small
cat/cat432.jpg,cat,0,small
cat/cat433.jpg,cat,0,small
cat/cat434.jpg,cat,0,small
cat/cat435.jpg,cat,0,small
cat/cat436.jpg,cat,0,small
cat/cat437.jpg,cat,0,small
cat/cat438.jpg,cat,0,small
cat/cat439.jpg,cat,0,small
cat/cat440.jpg,cat,0,small
cat/cat441.jpg,cat,0,small
cat/cat442.jpg,cat,0,small
cat/cat443.jpg,cat,0,small
cat/cat444.jpg,cat,0,small
cat/cat445.jpg,cat,0,small
cat/cat446.jpg,cat,0,small
cat/cat447.jpg,cat,0,small
cat/cat448.jpg,cat,0,small
cat/cat449.jpg,cat,0,small
cat/cat450.jpg,cat,0,small
cat/cat451.jpg,cat,0,small
cat/cat452.jpg,cat,0,small
cat/cat453.jpg,cat,0,small
cat/cat454.jpg,cat,0,small
cat/cat455.jpg,cat,0,small
cat/cat456.jpg,cat,0,small
cat/cat457.jpg,cat,0,small
dog/dog1.jpg,dog,1,small
dog/dog2.jpg,dog,1,medium
dog/dog3.jpg,dog,1,medium
dog/dog4.jpg,dog,0,medium
dog/dog5.jpg,dog,1,small
dog/dog6.jpg,dog,0,medium
dog/dog7.jpg,dog,0,medium
dog/dog8.jpg,dog,0,small
dog/dog9.jpg,dog,0,medium
dog/dog10.jpg,dog,1,big
dog/dog11.jpg,dog,1,small
dog/dog12.jpg,dog,1,small
dog/dog13.jpg,dog,1,medium
dog/dog14.jpg,dog,1,medium
dog/dog15.jpg,dog,0,small
dog/dog16.jpg,dog,0,medium
dog/dog17.jpg,dog,1,small
dog/dog18.jpg,dog,1,small
dog/dog19.jpg,dog,1,small
dog/dog20.jpg,dog,1,big
dog/dog21.jpg,dog,0,medium
dog/dog22.jpg,dog,1,small
dog/dog23.jpg,dog,1,big
dog/dog24.jpg,dog,1,small
dog/dog25.jpg,dog,1,medium
dog/dog26.jpg,dog,0,medium
dog/dog27.jpg,dog,0,medium
dog/dog28.jpg,dog,1,small
dog/dog29.jpg,dog,0,big
dog/dog30.jpg,dog,0,small
dog/dog31.jpg,dog,0,small
dog/dog32.jpg,dog,1,medium
dog/dog33.jpg,dog,1,small
dog/dog34.jpg,dog,1,small
dog/dog35.jpg,dog,1,small
dog/dog36.jpg,dog,0,medium
dog/dog37.jpg,dog,1,small
dog/dog38.jpg,dog,1,medium
dog/dog39.jpg,dog,1,big
dog/dog40.jpg,dog,0,small
dog/dog41.jpg,dog,1,small
dog/dog42.jpg,dog,1,small
dog/dog43.jpg,dog,1,small
dog/dog44.jpg,dog,0,medium
dog/dog45.jpg,dog,1,medium
dog/dog46.jpg,dog,1,small
dog/dog47.jpg,dog,1,small
dog/dog48.jpg,dog,0,small
dog/dog49.jpg,dog,0,small
dog/dog50.jpg,dog,1,small
dog/dog51.jpg,dog,0,medium
dog/dog52.jpg,dog,1,small
dog/dog53.jpg,dog,1,medium
dog/dog54.jpg,dog,1,medium
dog/dog55.jpg,dog,1,big
dog/dog56.jpg,dog,0,small
dog/dog57.jpg,dog,1,small
dog/dog58.jpg,dog,0,small
dog/dog59.jpg,dog,1,medium
dog/dog60.jpg,dog,1,medium
dog/dog61.jpg,dog,1,medium
dog/dog62.jpg,dog,0,medium
dog/dog63.jpg,dog,1,medium
dog/dog64.jpg,dog,0,medium
dog/dog65.jpg,dog,0,big
dog/dog66.jpg,dog,1,small
dog/dog67.jpg,dog,1,medium
dog/dog68.jpg,dog,1,small
dog/dog69.jpg,dog,0,small
dog/dog70.jpg,dog,0,medium
dog/dog71.jpg,dog,0,small
dog/dog72.jpg,dog,0,medium
dog/dog73.jpg,dog,1,medium
dog/dog74.jpg,dog,1,small
dog/dog75.jpg,dog,1,medium
dog/dog76.jpg,dog,1,small
dog/dog77.jpg,dog,1,small
dog/dog78.jpg,dog,0,big
dog/dog79.jpg,dog,1,big
dog/dog80.jpg,dog,1,small
dog/dog81.jpg,dog,0,medium
dog/dog82.jpg,dog,0,small
dog/dog83.jpg,dog,0,medium
dog/dog84.jpg,dog,1,medium
dog/dog85.jpg,dog,0,medium
dog/dog86.jpg,dog,1,medium
dog/dog87.jpg,dog,0,small
dog/dog88.jpg,dog,0,medium
dog/dog89.jpg,dog,0,small
dog/dog90.jpg,dog,1,medium
dog/dog91.jpg,dog,1,big
dog/dog92.jpg,dog,1,small
dog/dog93.jpg,dog,0,big
dog/dog94.jpg,dog,1,big
dog/dog95.jpg,dog,1,medium
dog/dog96.jpg,dog,0,medium
dog/dog97.jpg,dog,0,small
dog/dog98.jpg,dog,0,small
dog/dog99.jpg,dog,1,small
dog/dog100.jpg,dog,1,medium
dog/dog101.jpg,dog,0,small
dog/dog102.jpg,dog,1,small
dog/dog103.jpg,dog,0,small
dog/dog104.jpg,dog,0,small
dog/dog105.jpg,dog,1,medium
dog/dog106.jpg,dog,1,small
dog/dog107.jpg,dog,1,small
dog/dog108.jpg,dog,0,small
dog/dog109.jpg,dog,0,small
dog/dog110.jpg,dog,1,small
dog/dog111.jpg,dog,0,small
dog/dog112.jpg,dog,0,medium
dog/dog113.jpg,dog,1,big
dog/dog114.jpg,dog,1,big
dog/dog115.jpg,dog,1,medium
dog/dog116.jpg,dog,1,big
dog/dog117.jpg,dog,1,big
dog/dog118.jpg,dog,1,big
dog/dog119.jpg,dog,1,small
dog/dog120.jpg,dog,1,big
dog/dog121.jpg,dog,1,small
dog/dog122.jpg,dog,0,small
dog/dog123.jpg,dog,1,big
dog/dog124.jpg,dog,1,big
dog/dog125.jpg,dog,1,medium
dog/dog126.jpg,dog,0,small
dog/dog127.jpg,dog,0,big
dog/dog128.jpg,dog,1,medium
dog/dog129.jpg,dog,1,big
dog/dog130.jpg,dog,0,medium
dog/dog131.jpg,dog,0,big
dog/dog132.jpg,dog,0,small
dog/dog133.jpg,dog,0,small
dog/dog134.jpg,dog,0,medium
dog/dog135.jpg,dog,1,small
dog/dog136.jpg,dog,0,medium
dog/dog137.jpg,dog,1,medium
dog/dog138.jpg,dog,1,big
dog/dog139.jpg,dog,1,medium
dog/dog140.jpg,dog,1,small
dog/dog141.jpg,dog,1,small
dog/dog142.jpg,dog,1,small
dog/dog143.jpg,dog,0,big
dog/dog144.jpg,dog,0,small
dog/dog145.jpg,dog,1,small
dog/dog146.jpg,dog,1,small
dog/dog147.jpg,dog,0,small
dog/dog148.jpg,dog,1,medium
dog/dog149.jpg,dog,1,big
dog/dog150.jpg,dog,0,big
dog/dog151.jpg,dog,1,big
dog/dog152.jpg,dog,1,small
dog/dog153.jpg,dog,1,big
dog/dog154.jpg,dog,0,medium
dog/dog155.jpg,dog,1,medium
dog/dog156.jpg,dog,0,big
dog/dog157.jpg,dog,0,medium
dog/dog158.jpg,dog,0,small
dog/dog159.jpg,dog,0,small
dog/dog160.jpg,dog,1,small
dog/dog161.jpg,dog,1,medium
dog/dog162.jpg,dog,1,small
dog/dog163.jpg,dog,0,small
dog/dog164.jpg,dog,0,medium
dog/dog165.jpg,dog,1,small
dog/dog166.jpg,dog,1,small
dog/dog167.jpg,dog,1,medium
dog/dog168.jpg,dog,1,medium
dog/dog169.jpg,dog,0,medium
dog/dog170.jpg,dog,1,medium
dog/dog171.jpg,dog,0,big
dog/dog172.jpg,dog,1,small
dog/dog173.jpg,dog,1,medium
dog/dog174.jpg,dog,1,medium
dog/dog175.jpg,dog,1,big
dog/dog176.jpg,dog,1,small
dog/dog177.jpg,dog,0,medium
dog/dog178.jpg,dog,0,big
dog/dog179.jpg,dog,1,big
dog/dog180.jpg,dog,1,small
dog/dog181.jpg,dog,1,small
dog/dog182.jpg,dog,1,small
dog/dog183.jpg,dog,1,small
dog/dog184.jpg,dog,0,medium
dog/dog185.jpg,dog,0,medium
dog/dog186.jpg,dog,1,medium
dog/dog187.jpg,dog,0,small
dog/dog188.jpg,dog,0,medium
dog/dog189.jpg,dog,1,small
dog/dog190.jpg,dog,0,big
dog/dog191.jpg,dog,0,big
dog/dog192.jpg,dog,0,small
dog/dog193.jpg,dog,1,medium
dog/dog194.jpg,dog,0,small
dog/dog195.jpg,dog,0,small
dog/dog196.jpg,dog,0,small
dog/dog197.jpg,dog,0,medium
dog/dog198.jpg,dog,0,small
dog/dog199.jpg,dog,0,small
dog/dog200.jpg,dog,0,small
dog/dog201.jpg,dog,1,small
dog/dog202.jpg,dog,1,big
dog/dog203.jpg,dog,0,small
dog/dog204.jpg,dog,1,big
dog/dog205.jpg,dog,1,small
dog/dog206.jpg,dog,1,medium
dog/dog207.jpg,dog,0,small
dog/dog208.jpg,dog,0,small
dog/dog209.jpg,dog,1,medium
dog/dog210.jpg,dog,1,medium
dog/dog211.jpg,dog,0,small
dog/dog212.jpg,dog,0,medium
dog/dog213.jpg,dog,1,medium
dog/dog214.jpg,dog,0,medium
dog/dog215.jpg,dog,1,big
dog/dog216.jpg,dog,0,medium
dog/dog217.jpg,dog,1,small
dog/dog218.jpg,dog,1,small
dog/dog219.jpg,dog,1,small
dog/dog220.jpg,dog,0,medium
dog/dog221.jpg,dog,0,small
dog/dog222.jpg,dog,0,small
dog/dog223.jpg,dog,1,medium
dog/dog224.jpg,dog,1,medium
dog/dog225.jpg,dog,1,medium
dog/dog226.jpg,dog,1,medium
dog/dog227.jpg,dog,0,small
dog/dog228.jpg,dog,0,small
dog/dog229.jpg,dog,0,small
dog/dog230.jpg,dog,0,small
dog/dog231.jpg,dog,1,big
dog/dog232.jpg,dog,1,medium
dog/dog233.jpg,dog,0,medium
dog/dog234.jpg,dog,0,medium
dog/dog235.jpg,dog,1,small
dog/dog236.jpg,dog,0,medium
dog/dog237.jpg,dog,0,small
dog/dog238.jpg,dog,1,medium
dog/dog239.jpg,dog,0,small
dog/dog240.jpg,dog,1,medium
dog/dog241.jpg,dog,1,medium
dog/dog242.jpg,dog,0,small
dog/dog243.jpg,dog,1,medium
dog/dog244.jpg,dog,1,medium
dog/dog245.jpg,dog,0,medium
dog/dog246.jpg,dog,0,small
dog/dog247.jpg,dog,1,small
dog/dog248.jpg,dog,1,small
dog/dog249.jpg,dog,1,medium
dog/dog250.jpg,dog,0,medium
dog/dog251.jpg,dog,0,small
dog/dog252.jpg,dog,1,small
dog/dog253.jpg,dog,0,small
dog/dog254.jpg,dog,1,small
dog/dog255.jpg,dog,1,small
dog/dog256.jpg,dog,1,medium
dog/dog257.jpg,dog,1,small
dog/dog258.jpg,dog,0,medium
dog/dog259.jpg,dog,1,small
dog/dog260.jpg,dog,0,big
dog/dog261.jpg,dog,1,small
dog/dog262.jpg,dog,0,medium
dog/dog263.jpg,dog,1,big
dog/dog264.jpg,dog,1,big
dog/dog265.jpg,dog,1,small
dog/dog266.jpg,dog,1,small
dog/dog267.jpg,dog,1,small
dog/dog268.jpg,dog,0,small
dog/dog269.jpg,dog,1,medium
dog/dog270.jpg,dog,1,medium
dog/dog271.jpg,dog,1,medium
dog/dog272.jpg,dog,1,small
dog/dog273.jpg,dog,1,small
dog/dog274.jpg,dog,1,medium
dog/dog275.jpg,dog,0,small
dog/dog276.jpg,dog,0,small
dog/dog277.jpg,dog,0,medium
dog/dog278.jpg,dog,1,medium
dog/dog279.jpg,dog,1,medium
dog/dog280.jpg,dog,0,small
dog/dog281.jpg,dog,1,medium
dog/dog282.jpg,dog,1,small
dog/dog283.jpg,dog,0,small
dog/dog284.jpg,dog,0,small
dog/dog285.jpg,dog,1,medium
dog/dog286.jpg,dog,0,medium
dog/dog287.jpg,dog,1,medium
dog/dog288.jpg,dog,1,big
dog/dog289.jpg,dog,1,big
dog/dog290.jpg,dog,0,small
dog/dog291.jpg,dog,1,big
dog/dog292.jpg,dog,0,big
dog/dog293.jpg,dog,0,small
dog/dog294.jpg,dog,1,big
dog/dog295.jpg,dog,0,small
dog/dog296.jpg,dog,1,medium
dog/dog297.jpg,dog,0,small
dog/dog298.jpg,dog,0,medium
dog/dog299.jpg,dog,1,big
dog/dog300.jpg,dog,0,small
dog/dog301.jpg,dog,1,medium
dog/dog302.jpg,dog,0,medium
dog/dog303.jpg,dog,1,medium
dog/dog304.jpg,dog,0,medium
dog/dog305.jpg,dog,1,big
dog/dog306.jpg,dog,0,small
dog/dog307.jpg,dog,1,small
dog/dog308.jpg,dog,0,small
dog/dog309.jpg,dog,0,medium
dog/dog310.jpg,dog,0,big
dog/dog311.jpg,dog,1,medium
dog/dog312.jpg,dog,0,small
